loanamount,totaldue,termdays,good_bad_flag,approval_time,interest_rate,creation_day_ofloan,bank_account_type,employment_status_clients,loan_counts,avg_repayment_delay,birthdate_missing,age,payment_ratio,repayment_speed,age_to_loan_ratio
10000.0,13000.0,30,0,1.001111111111111,1.0,Friday,Savings,Permanent,1,0.0,0,29,1.0284830235182087,1.764720332103851,3.1486008100087988
30000.0,39000.0,60,0,1.3163888888888888,0.5,Saturday,Savings,Student,1,0.0,0,23,1.0254493092292511,1.764720332103851,2.231063269915756
10000.0,12500.0,30,1,1.0016666666666667,0.8333333333333334,Thursday,Savings,Permanent,1,0.0,0,30,1.0242250689678252,1.764720332103851,3.2571732517332403
10000.0,13000.0,30,0,1.0019444444444443,1.0,Friday,Savings,Permanent,1,0.0,0,37,1.0284830235182087,1.764720332103851,4.01718034380433
10000.0,13000.0,30,0,1.0013888888888889,1.0,Monday,Savings,Permanent,1,0.0,0,45,1.0284830235182087,1.764720332103851,4.8857598775998605
10000.0,13000.0,30,0,1.0016666666666667,1.0,Sunday,Savings,Permanent,1,0.0,0,24,1.0284830235182087,1.764720332103851,2.605738601386592
10000.0,13000.0,30,0,1.0016666666666667,1.0,Friday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
30000.0,34500.0,30,0,1.0016666666666667,0.5,Thursday,Savings,Permanent,1,0.0,0,39,1.0135568711388026,1.764720332103851,3.783107283770195
10000.0,13000.0,30,0,1.0016666666666667,1.0,Wednesday,Savings,Permanent,1,0.0,0,26,1.0284830235182087,1.764720332103851,2.822883484835475
10000.0,13000.0,30,0,1.0013888888888889,1.0,Wednesday,Savings,Not Specified,1,0.0,0,44,1.0284830235182087,1.764720332103851,4.777187435875419
20000.0,22250.0,15,0,1.0197222222222222,0.75,Sunday,Savings,Permanent,1,0.0,0,27,1.0107643030145983,1.764720332103851,2.726298543341567
20000.0,24500.0,30,1,1.0016666666666667,0.75,Friday,Savings,Permanent,1,0.0,0,36,1.0204908255953309,1.764720332103851,3.635064724455423
30000.0,34500.0,30,0,1.0191666666666668,0.5,Tuesday,Not Specified,Not Specified,1,0.0,1,32,1.0135568711388026,1.764720332103851,3.1040880277088783
10000.0,11500.0,15,0,1.0019444444444443,1.0,Saturday,Other,Self-Employed,1,4.0,0,32,1.015172879313906,1.7227062322935722,3.474318135182123
40000.0,48000.0,60,0,1.0019444444444443,0.3333333333333333,Wednesday,Other,Permanent,1,0.0,0,23,1.0172051754817346,1.764720332103851,2.1704952862498166
10000.0,11500.0,15,0,1.0016666666666667,1.0,Tuesday,Savings,Permanent,1,3.0,0,23,1.015172879313906,2.0,2.497166159662151
10000.0,13000.0,30,0,1.0019444444444443,1.0,Wednesday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,11500.0,15,0,1.0016666666666667,1.0,Thursday,Savings,Self-Employed,1,0.0,0,35,1.015172879313906,1.764720332103851,3.800035460355447
10000.0,11500.0,15,0,1.02,1.0,Monday,Savings,Permanent,1,0.0,0,30,1.015172879313906,1.764720332103851,3.2571732517332403
30000.0,34500.0,30,0,1.002222222222222,0.5,Wednesday,Savings,Permanent,1,0.0,0,31,1.0135568711388026,1.764720332103851,3.007085276842976
10000.0,13000.0,30,0,1.002222222222222,1.0,Saturday,Savings,Permanent,1,0.0,0,39,1.0284830235182087,1.764720332103851,4.234325227253212
30000.0,39000.0,60,0,1.0016666666666667,0.5,Friday,Not Specified,Not Specified,1,0.0,1,32,1.0254493092292511,1.764720332103851,3.1040880277088783
10000.0,13000.0,30,0,1.002222222222222,1.0,Sunday,Savings,Permanent,1,0.0,0,27,1.0284830235182087,1.764720332103851,2.931455926559916
10000.0,13000.0,30,1,1.0016666666666667,1.0,Wednesday,Savings,Permanent,1,0.0,0,38,1.0284830235182087,1.764720332103851,4.125752785528771
30000.0,34500.0,30,0,1.003611111111111,0.5,Sunday,Not Specified,Not Specified,1,40.0,1,32,1.0135568711388026,0.9247126870847868,3.1040880277088783
10000.0,11500.0,15,1,1.0194444444444444,1.0,Friday,Not Specified,Not Specified,1,22.0,1,32,1.015172879313906,0.884258917830015,3.474318135182123
10000.0,13000.0,30,1,1.0019444444444443,1.0,Saturday,Savings,Permanent,1,0.0,0,35,1.0284830235182087,1.764720332103851,3.800035460355447
40000.0,44000.0,30,0,1.0197222222222222,0.3333333333333333,Tuesday,Not Specified,Not Specified,1,0.0,1,32,1.008994146224817,1.764720332103851,3.0198195286953973
10000.0,13000.0,30,0,1.0016666666666667,1.0,Monday,Savings,Permanent,1,0.0,0,31,1.0284830235182087,1.764720332103851,3.365745693457681
10000.0,13000.0,30,0,1.0016666666666667,1.0,Friday,Savings,Permanent,1,0.0,0,27,1.0284830235182087,1.764720332103851,2.931455926559916
30000.0,34500.0,30,0,1.0180555555555555,0.5,Monday,Other,Permanent,1,0.0,0,27,1.0135568711388026,1.764720332103851,2.6190742733793657
10000.0,13000.0,30,0,1.0016666666666667,1.0,Monday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,13000.0,30,1,1.0019444444444443,1.0,Tuesday,Savings,Permanent,1,0.0,0,37,1.0284830235182087,1.764720332103851,4.01718034380433
10000.0,13000.0,30,0,1.0019444444444443,1.0,Monday,Savings,Permanent,1,0.0,0,30,1.0284830235182087,1.764720332103851,3.2571732517332403
25000.0,27500.0,30,0,1.0019444444444443,0.3333333333333333,Thursday,Savings,Student,1,0.0,0,23,1.0094114386267383,1.764720332103851,2.271230078072935
10000.0,11500.0,15,0,1.0025,1.0,Sunday,Savings,Permanent,1,0.0,0,39,1.015172879313906,1.764720332103851,4.234325227253212
10000.0,13000.0,30,0,1.0019444444444443,1.0,Wednesday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,13000.0,30,0,1.0208333333333333,1.0,Wednesday,Other,Student,1,12.0,0,24,1.0284830235182087,1.338812867589586,2.605738601386592
40000.0,44000.0,30,0,1.0186111111111111,0.3333333333333333,Tuesday,Savings,Permanent,1,0.0,0,37,1.008994146224817,1.764720332103851,3.491666330054053
10000.0,11500.0,15,1,1.0197222222222222,1.0,Tuesday,Not Specified,Not Specified,1,23.0,1,32,1.015172879313906,0.8724171679421262,3.474318135182123
40000.0,48000.0,60,0,1.0016666666666667,0.3333333333333333,Wednesday,Not Specified,Not Specified,1,0.0,1,32,1.0172051754817346,1.764720332103851,3.0198195286953973
10000.0,11500.0,15,0,1.0027777777777778,1.0,Friday,Savings,Permanent,1,0.0,0,47,1.015172879313906,1.764720332103851,5.102904761048743
10000.0,11500.0,15,0,1.0019444444444443,1.0,Friday,Savings,Permanent,1,0.0,0,31,1.015172879313906,1.764720332103851,3.365745693457681
10000.0,13000.0,30,0,1.0019444444444443,1.0,Thursday,Savings,Permanent,1,0.0,0,42,1.0284830235182087,1.764720332103851,4.560042552426537
10000.0,13000.0,30,0,1.002222222222222,1.0,Sunday,Other,Permanent,1,0.0,0,23,1.0284830235182087,1.764720332103851,2.497166159662151
30000.0,34500.0,30,0,1.0013888888888889,0.5,Thursday,Other,Permanent,1,0.0,0,32,1.0135568711388026,1.764720332103851,3.1040880277088783
10000.0,13000.0,30,0,1.0016666666666667,1.0,Friday,Savings,Permanent,1,0.0,0,30,1.0284830235182087,1.764720332103851,3.2571732517332403
20000.0,22250.0,15,0,1.0019444444444443,0.75,Sunday,Not Specified,Not Specified,1,0.0,1,32,1.0107643030145983,1.764720332103851,3.231168643960376
10000.0,11500.0,15,0,1.0016666666666667,1.0,Tuesday,Not Specified,Not Specified,1,0.0,1,32,1.015172879313906,1.764720332103851,3.474318135182123
10000.0,11500.0,15,0,1.0025,1.0,Saturday,Savings,Permanent,1,0.0,0,32,1.015172879313906,1.764720332103851,3.474318135182123
30000.0,39000.0,60,0,1.0016666666666667,0.5,Sunday,Other,Permanent,1,0.0,0,26,1.0254493092292511,1.764720332103851,2.522071522513464
15000.0,18375.0,30,0,1.0019444444444443,0.75,Monday,Savings,Permanent,1,0.0,0,35,1.021103504371728,1.764720332103851,3.639815450324372
10000.0,11500.0,15,1,1.018888888888889,1.0,Tuesday,Not Specified,Not Specified,1,2.0,1,32,1.015172879313906,2.52371901428583,3.474318135182123
10000.0,13000.0,30,0,1.018333333333333,1.0,Tuesday,Savings,Permanent,1,11.0,0,28,1.0284830235182087,1.381938112153274,3.0400283682843576
20000.0,24500.0,30,1,1.0019444444444443,0.75,Friday,Other,Permanent,1,0.0,0,31,1.0204908255953309,1.764720332103851,3.1301946238366143
10000.0,13000.0,30,0,1.0016666666666667,1.0,Saturday,Savings,Permanent,1,0.0,0,31,1.0284830235182087,1.764720332103851,3.365745693457681
10000.0,13000.0,30,1,1.0019444444444443,1.0,Thursday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
20000.0,24500.0,30,1,1.0016666666666667,0.75,Sunday,Savings,Permanent,1,0.0,0,28,1.0204908255953309,1.764720332103851,2.8272725634653293
10000.0,11500.0,15,0,1.0033333333333334,1.0,Saturday,Other,Permanent,1,1.0,0,24,1.015172879313906,4.0,2.605738601386592
40000.0,44000.0,30,0,1.0019444444444443,0.3333333333333333,Friday,Not Specified,Not Specified,1,0.0,1,32,1.008994146224817,1.764720332103851,3.0198195286953973
20000.0,24500.0,30,0,1.0191666666666668,0.75,Sunday,Savings,Permanent,1,0.0,0,27,1.0204908255953309,1.764720332103851,2.726298543341567
30000.0,34500.0,30,0,1.0019444444444443,0.5,Friday,Savings,Permanent,1,0.0,0,35,1.0135568711388026,1.764720332103851,3.395096280306585
10000.0,11500.0,15,1,1.0016666666666667,1.0,Wednesday,Savings,Permanent,1,0.0,0,36,1.015172879313906,1.764720332103851,3.908607902079888
10000.0,11500.0,15,0,1.0019444444444443,1.0,Saturday,Savings,Permanent,1,0.0,0,34,1.015172879313906,1.764720332103851,3.691463018631006
20000.0,24500.0,30,0,1.0197222222222222,0.75,Sunday,Savings,Not Specified,1,0.0,0,34,1.0204908255953309,1.764720332103851,3.4331166842079
10000.0,11500.0,15,1,1.0016666666666667,1.0,Monday,Savings,Not Specified,1,0.0,0,28,1.015172879313906,1.764720332103851,3.0400283682843576
30000.0,33000.0,30,0,1.0044444444444445,0.3333333333333333,Friday,Other,Permanent,1,0.0,0,39,1.009245055688166,1.764720332103851,3.783107283770195
20000.0,24500.0,30,1,1.003611111111111,0.75,Thursday,Other,Permanent,1,1.0,0,34,1.0204908255953309,4.954196310386876,3.4331166842079
10000.0,13000.0,30,0,1.02,1.0,Sunday,Savings,Self-Employed,1,14.0,0,27,1.0284830235182087,1.2680663021267002,2.931455926559916
40000.0,48000.0,60,1,1.0019444444444443,0.3333333333333333,Saturday,Savings,Permanent,1,1.0,0,24,1.0172051754817346,5.930737337562887,2.264864646521548
10000.0,13000.0,30,1,1.0016666666666667,1.0,Sunday,Savings,Not Specified,1,0.0,0,25,1.0284830235182087,1.764720332103851,2.7143110431110333
10000.0,13000.0,30,1,1.0016666666666667,1.0,Monday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,11500.0,15,1,1.0194444444444444,1.0,Saturday,Savings,Permanent,1,4.0,0,28,1.015172879313906,1.7227062322935722,3.0400283682843576
10000.0,13000.0,30,1,1.0013888888888889,1.0,Thursday,Savings,Not Specified,1,0.0,0,22,1.0284830235182087,1.764720332103851,2.388593717937709
15000.0,18375.0,30,1,1.0016666666666667,0.75,Wednesday,Savings,Student,1,4.0,0,26,1.021103504371728,2.133656214977323,2.7038629059552477
10000.0,13000.0,30,1,1.002222222222222,1.0,Sunday,Savings,Permanent,1,0.0,0,34,1.0284830235182087,1.764720332103851,3.691463018631006
10000.0,11500.0,15,1,1.002222222222222,1.0,Thursday,Savings,Permanent,1,6.0,0,27,1.015172879313906,1.4248287484320887,2.931455926559916
10000.0,13000.0,30,0,1.002222222222222,1.0,Saturday,Other,Permanent,1,10.0,0,27,1.0284830235182087,1.4320838960067028,2.931455926559916
20000.0,24500.0,30,0,1.0016666666666667,0.75,Thursday,Savings,Self-Employed,1,0.0,0,32,1.0204908255953309,1.764720332103851,3.231168643960376
10000.0,11500.0,15,1,1.02,1.0,Friday,Not Specified,Not Specified,1,25.0,1,32,1.015172879313906,0.8509842142134526,3.474318135182123
10000.0,11125.0,15,0,1.0055555555555555,0.75,Monday,Not Specified,Not Specified,1,0.0,1,32,1.011573781427534,1.764720332103851,3.474318135182123
25000.0,28750.0,30,0,1.018333333333333,0.5,Tuesday,Savings,Permanent,1,0.0,0,45,1.0138008555582332,1.764720332103851,4.443711022316611
35000.0,38500.0,30,0,1.0019444444444443,0.3333333333333333,Saturday,Not Specified,Not Specified,1,11.0,1,32,1.009108896196547,1.381938112153274,3.0583576954480955
30000.0,39000.0,60,0,1.002222222222222,0.5,Saturday,Other,Permanent,1,20.0,0,28,1.0254493092292511,1.3502524445992472,2.7160770242452683
10000.0,13000.0,30,0,1.0016666666666667,1.0,Sunday,Savings,Permanent,1,0.0,0,26,1.0284830235182087,1.764720332103851,2.822883484835475
10000.0,13000.0,30,0,1.0013888888888889,1.0,Friday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
20000.0,24500.0,30,1,1.0013888888888889,0.75,Thursday,Savings,Permanent,1,0.0,0,37,1.0204908255953309,1.764720332103851,3.736038744579185
20000.0,24500.0,30,0,1.0016666666666667,0.75,Friday,Current,Permanent,1,0.0,0,31,1.0204908255953309,1.764720332103851,3.1301946238366143
10000.0,13000.0,30,0,1.002222222222222,1.0,Wednesday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,13000.0,30,0,1.0016666666666667,1.0,Tuesday,Not Specified,Not Specified,1,1.0,1,32,1.0284830235182087,4.954196310386876,3.474318135182123
10000.0,13000.0,30,0,1.0019444444444443,1.0,Friday,Savings,Permanent,1,0.0,0,27,1.0284830235182087,1.764720332103851,2.931455926559916
10000.0,11500.0,15,0,1.0016666666666667,1.0,Wednesday,Savings,Permanent,1,0.0,0,37,1.015172879313906,1.764720332103851,4.01718034380433
10000.0,13000.0,30,0,1.0019444444444443,1.0,Tuesday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,13000.0,30,0,1.0191666666666668,1.0,Monday,Savings,Not Specified,1,0.0,0,33,1.0284830235182087,1.764720332103851,3.582890576906564
10000.0,13000.0,30,0,1.0013888888888889,1.0,Monday,Savings,Permanent,1,0.0,0,31,1.0284830235182087,1.764720332103851,3.365745693457681
10000.0,13000.0,30,1,1.0019444444444443,1.0,Thursday,Savings,Not Specified,1,13.0,0,38,1.0284830235182087,1.3012173574060926,4.125752785528771
10000.0,11500.0,15,1,1.02,1.0,Sunday,Savings,Permanent,1,5.0,0,27,1.015172879313906,1.5474112289381663,2.931455926559916
10000.0,13000.0,30,0,1.0016666666666667,1.0,Tuesday,Savings,Not Specified,1,7.0,0,34,1.0284830235182087,1.6513987701289583,3.691463018631006
20000.0,22250.0,15,0,1.0019444444444443,0.75,Wednesday,Savings,Permanent,1,0.0,0,31,1.0107643030145983,1.764720332103851,3.1301946238366143
10000.0,11500.0,15,0,1.0019444444444443,1.0,Saturday,Not Specified,Not Specified,1,0.0,1,32,1.015172879313906,1.764720332103851,3.474318135182123
30000.0,39000.0,60,1,1.0019444444444443,0.5,Monday,Not Specified,Not Specified,1,0.0,1,32,1.0254493092292511,1.764720332103851,3.1040880277088783
10000.0,13000.0,30,1,1.0052777777777775,1.0,Saturday,Savings,Not Specified,1,11.0,0,37,1.0284830235182087,1.381938112153274,4.01718034380433
20000.0,24500.0,30,0,1.0033333333333334,0.75,Thursday,Not Specified,Not Specified,1,0.0,1,32,1.0204908255953309,1.764720332103851,3.231168643960376
10000.0,13000.0,30,0,1.0019444444444443,1.0,Wednesday,Savings,Permanent,1,0.0,0,31,1.0284830235182087,1.764720332103851,3.365745693457681
40000.0,48000.0,60,0,1.0019444444444443,0.3333333333333333,Saturday,Not Specified,Not Specified,1,0.0,1,32,1.0172051754817346,1.764720332103851,3.0198195286953973
10000.0,13000.0,30,0,1.0019444444444443,1.0,Wednesday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
40000.0,48000.0,60,1,1.0019444444444443,0.3333333333333333,Wednesday,Savings,Permanent,1,0.0,0,26,1.0172051754817346,1.764720332103851,2.45360336706501
30000.0,34500.0,30,0,1.0041666666666669,0.5,Wednesday,Not Specified,Not Specified,1,0.0,1,32,1.0135568711388026,1.764720332103851,3.1040880277088783
10000.0,10000.0,15,0,1.0027777777777778,0.0,Friday,Savings,Permanent,1,0.0,0,27,1.0,1.764720332103851,2.931455926559916
20000.0,24500.0,30,1,1.0013888888888889,0.75,Monday,Savings,Not Specified,1,0.0,0,34,1.0204908255953309,1.764720332103851,3.4331166842079
20000.0,24500.0,30,0,1.0019444444444443,0.75,Sunday,Other,Permanent,1,0.0,0,27,1.0204908255953309,1.764720332103851,2.726298543341567
10000.0,13000.0,30,0,1.0013888888888889,1.0,Thursday,Savings,Permanent,1,0.0,0,25,1.0284830235182087,1.764720332103851,2.7143110431110333
30000.0,34500.0,30,0,1.0016666666666667,0.5,Friday,Savings,Permanent,1,0.0,0,33,1.0135568711388026,1.764720332103851,3.2010907785747804
45000.0,49500.0,60,0,1.0191666666666668,0.1666666666666666,Friday,Not Specified,Not Specified,1,0.0,1,32,1.0088953001489238,1.764720332103851,2.9866236618705844
20000.0,24500.0,30,0,1.0019444444444443,0.75,Friday,Not Specified,Not Specified,1,0.0,1,32,1.0204908255953309,1.764720332103851,3.231168643960376
20000.0,24500.0,30,0,1.0013888888888889,0.75,Tuesday,Savings,Not Specified,1,0.0,0,37,1.0204908255953309,1.764720332103851,3.736038744579185
10000.0,13000.0,30,0,1.0019444444444443,1.0,Wednesday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
40000.0,48000.0,60,1,1.002222222222222,0.3333333333333333,Wednesday,Other,Self-Employed,1,0.0,0,37,1.0172051754817346,1.764720332103851,3.491666330054053
20000.0,24500.0,30,0,1.002222222222222,0.75,Thursday,Savings,Not Specified,1,0.0,0,47,1.0204908255953309,1.764720332103851,4.745778945816802
10000.0,13000.0,30,0,1.0019444444444443,1.0,Tuesday,Savings,Permanent,1,0.0,0,43,1.0284830235182087,1.764720332103851,4.668614994150977
10000.0,13000.0,30,1,1.0013888888888889,1.0,Thursday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,11500.0,15,0,1.002222222222222,1.0,Saturday,Not Specified,Not Specified,1,0.0,1,32,1.015172879313906,1.764720332103851,3.474318135182123
20000.0,24500.0,30,0,1.0013888888888889,0.75,Sunday,Savings,Permanent,1,0.0,0,25,1.0204908255953309,1.764720332103851,2.524350503094044
10000.0,11500.0,15,0,1.0016666666666667,1.0,Monday,Savings,Not Specified,1,0.0,0,31,1.015172879313906,1.764720332103851,3.365745693457681
10000.0,11500.0,15,0,1.003611111111111,1.0,Thursday,Savings,Unemployed,1,0.0,0,28,1.015172879313906,1.764720332103851,3.0400283682843576
30000.0,34500.0,30,0,1.018888888888889,0.5,Saturday,Other,Permanent,1,0.0,0,28,1.0135568711388026,1.764720332103851,2.7160770242452683
10000.0,13000.0,30,0,1.0025,1.0,Thursday,Savings,Not Specified,1,0.0,0,44,1.0284830235182087,1.764720332103851,4.777187435875419
10000.0,11500.0,15,0,1.0180555555555555,1.0,Monday,Savings,Permanent,1,11.0,0,38,1.015172879313906,1.1157717826045193,4.125752785528771
10000.0,13000.0,30,0,1.0016666666666667,1.0,Thursday,Savings,Permanent,1,0.0,0,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,11500.0,15,0,1.0027777777777778,1.0,Monday,Savings,Not Specified,1,0.0,0,41,1.015172879313906,1.764720332103851,4.451470110702095
10000.0,11500.0,15,1,1.002222222222222,1.0,Thursday,Other,Self-Employed,1,0.0,0,37,1.015172879313906,1.764720332103851,4.01718034380433
10000.0,13000.0,30,1,1.0016666666666667,1.0,Friday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,13000.0,30,1,1.0016666666666667,1.0,Saturday,Savings,Permanent,1,7.0,0,36,1.0284830235182087,1.6513987701289583,3.908607902079888
10000.0,13000.0,30,1,1.0019444444444443,1.0,Wednesday,Savings,Permanent,1,2.0,0,37,1.0284830235182087,3.125749857257015,4.01718034380433
10000.0,11500.0,15,1,1.0016666666666667,1.0,Thursday,Not Specified,Not Specified,1,1.0,1,32,1.015172879313906,4.0,3.474318135182123
10000.0,13000.0,30,1,1.0019444444444443,1.0,Wednesday,Savings,Permanent,1,0.0,0,38,1.0284830235182087,1.764720332103851,4.125752785528771
40000.0,48000.0,60,1,1.1947222222222222,0.3333333333333333,Saturday,Not Specified,Not Specified,1,0.0,1,32,1.0172051754817346,1.764720332103851,3.0198195286953973
40000.0,44000.0,30,0,1.002222222222222,0.3333333333333333,Wednesday,Other,Permanent,1,0.0,0,34,1.008994146224817,1.764720332103851,3.20855824923886
50000.0,52500.0,30,0,1.0016666666666667,0.1666666666666666,Saturday,Other,Self-Employed,1,0.0,0,32,1.0045092533636484,1.764720332103851,2.9575412738238134
10000.0,13000.0,30,1,1.0016666666666667,1.0,Saturday,Not Specified,Not Specified,1,19.0,1,32,1.0284830235182087,1.1462930899399868,3.474318135182123
10000.0,13000.0,30,0,1.002222222222222,1.0,Friday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
20000.0,24500.0,30,0,1.0016666666666667,0.75,Wednesday,Savings,Permanent,1,8.0,0,29,1.0204908255953309,1.5628749286285073,2.928246583589091
10000.0,10750.0,15,0,1.002222222222222,0.5,Monday,Savings,Permanent,1,2.0,0,38,1.007851273405774,2.52371901428583,4.125752785528771
10000.0,13000.0,30,0,1.0019444444444443,1.0,Sunday,Savings,Permanent,1,0.0,0,46,1.0284830235182087,1.764720332103851,4.994332319324302
30000.0,34500.0,30,0,1.0013888888888889,0.5,Sunday,Other,Permanent,1,0.0,0,55,1.0135568711388026,1.764720332103851,5.335151297624634
20000.0,24500.0,30,0,1.002222222222222,0.75,Friday,Other,Self-Employed,1,4.0,0,45,1.0204908255953309,2.133656214977323,4.543830905569279
10000.0,11500.0,15,0,1.0016666666666667,1.0,Saturday,Savings,Permanent,1,0.0,0,26,1.015172879313906,1.764720332103851,2.822883484835475
10000.0,11500.0,15,0,1.0025,1.0,Wednesday,Savings,Permanent,1,0.0,0,31,1.015172879313906,1.764720332103851,3.365745693457681
10000.0,13000.0,30,0,1.0016666666666667,1.0,Thursday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,13000.0,30,0,1.0013888888888889,1.0,Friday,Savings,Permanent,1,0.0,0,29,1.0284830235182087,1.764720332103851,3.1486008100087988
30000.0,34500.0,30,0,1.0191666666666668,0.5,Tuesday,Other,Permanent,1,0.0,0,39,1.0135568711388026,1.764720332103851,3.783107283770195
20000.0,24500.0,30,0,1.0019444444444443,0.75,Tuesday,Savings,Permanent,1,0.0,0,37,1.0204908255953309,1.764720332103851,3.736038744579185
10000.0,11500.0,15,0,1.0016666666666667,1.0,Thursday,Savings,Permanent,1,0.0,0,27,1.015172879313906,1.764720332103851,2.931455926559916
10000.0,13000.0,30,0,1.0202777777777778,1.0,Wednesday,Other,Not Specified,1,14.0,0,28,1.0284830235182087,1.2680663021267002,3.0400283682843576
10000.0,13000.0,30,0,1.0019444444444443,1.0,Sunday,Savings,Not Specified,1,0.0,0,42,1.0284830235182087,1.764720332103851,4.560042552426537
10000.0,13000.0,30,0,1.0191666666666668,1.0,Sunday,Savings,Permanent,1,0.0,0,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,13000.0,30,0,1.0016666666666667,1.0,Monday,Not Specified,Not Specified,1,0.0,1,32,1.0284830235182087,1.764720332103851,3.474318135182123
10000.0,13000.0,30,0,1.0013888888888889,1.0,Friday,Savings,Permanent,1,0.0,0,24,1.0284830235182087,1.764720332103851,2.605738601386592
30000.0,34500.0,30,0,1.0202777777777778,0.5,Wednesday,Savings,Permanent,1,0.0,0,32,1.0135568711388026,1.764720332103851,3.1040880277088783
10000.0,13000.0,30,0,1.0038888888888888,1.0,Monday,Savings,Permanent,1,1.0,0,23,1.0284830235182087,4.954196310386876,2.497166159662151
10000.0,11500.0,15,0,1.0019444444444443,1.0,Tuesday,Savings,Permanent,1,0.0,0,34,1.015172879313906,1.764720332103851,3.691463018631006
25000.0,28750.0,30,0,1.002222222222222,0.5,Friday,Savings,Permanent,1,0.0,0,35,1.0138008555582332,1.764720332103851,3.456219684024031
40000.0,48000.0,60,0,1.0197222222222222,0.3333333333333333,Tuesday,Savings,Permanent,1,0.0,0,34,1.0172051754817346,1.764720332103851,3.20855824923886
20000.0,24500.0,30,0,1.0013888888888889,0.75,Sunday,Savings,Not Specified,1,0.0,0,30,1.0204908255953309,1.764720332103851,3.0292206037128526
10000.0,13000.0,30,1,1.0016666666666667,1.0,Monday,Savings,Permanent,1,0.0,0,32,1.0284830235182087,1.764720332103851,3.474318135182123
30000.0,34500.0,30,1,1.0016666666666667,0.5,Thursday,Savings,Permanent,1,0.0,0,31,1.0135568711388026,1.764720332103851,3.007085276842976
10000.0,13000.0,30,1,1.0013888888888889,1.0,Monday,Savings,Permanent,1,0.0,0,29,1.0284830235182087,1.764720332103851,3.1486008100087988
30000.0,34500.0,30,1,1.0019444444444443,0.5,Friday,Other,Student,1,0.0,0,28,1.0135568711388026,1.764720332103851,2.7160770242452683
10000.0,11500.0,15,1,1.0016666666666667,1.0,Wednesday,Savings,Permanent,1,28.0,0,36,1.015172879313906,0.8233873298417378,3.908607902079888
10000.0,13000.0,30,1,1.0019444444444443,1.0,Wednesday,Savings,Permanent,1,0.0,0,41,1.0284830235182087,1.764720332103851,4.451470110702095
10000.0,11500.0,15,1,1.0016666666666667,1.0,Wednesday,Savings,Permanent,1,8.0,0,27,1.015172879313906,1.2618595071429148,2.931455926559916
10000.0,11500.0,15,1,1.0013888888888889,1.0,Monday,Savings,Not Specified,1,0.0,0,39,1.015172879313906,1.764720332103851,4.234325227253212
10000.0,13000.0,30,1,1.0016666666666667,1.0,Friday,Savings,Student,1,0.0,0,29,1.0284830235182087,1.764720332103851,3.1486008100087988
10000.0,11125.0,15,0,1.002222222222222,0.75,Wednesday,Other,Permanent,1,0.0,0,25,1.011573781427534,1.764720332103851,2.7143110431110333
10000.0,11500.0,15,1,1.02,1.0,Wednesday,Savings,Permanent,1,0.0,0,37,1.015172879313906,1.764720332103851,4.01718034380433
20000.0,22000.0,30,0,1.002222222222222,0.3333333333333333,Thursday,Not Specified,Not Specified,1,0.0,1,32,1.0096233930626468,1.764720332103851,3.231168643960376
20000.0,22000.0,30,0,1.0019444444444443,0.3333333333333333,Tuesday,Savings,Permanent,1,0.0,0,24,1.0096233930626468,1.764720332103851,2.423376482970282
15000.0,18375.0,30,0,1.0016666666666667,0.75,Monday,Not Specified,Not Specified,1,8.0,1,32,1.021103504371728,1.5628749286285073,3.3278312688679965
30000.0,34500.0,30,0,1.0197222222222222,0.5,Wednesday,Not Specified,Not Specified,1,0.0,1,32,1.0135568711388026,1.764720332103851,3.1040880277088783
30000.0,39000.0,60,0,1.002222222222222,0.5,Wednesday,Savings,Student,1,0.0,0,28,1.0254493092292511,1.764720332103851,2.7160770242452683
